Lote;Material;Lote interno;Lote Proveedor;Qty;Fecha recepción;Fecha traslado
23057;100004;0000665425;2430693;320;14/01/2022;21/06/2023
23057;100005;0000723171;M3889;96,056;04/11/2022;03/03/2023
23057;100006;0000676218;C4837;177,848;07/03/2022;19/05/2023
23057;100007;0000716418;1292700;8352;30/09/2022;14/06/2023
23057;100008;0000729570;A1673579;143,744;30/11/2022;14/06/2023
23057;100001;0000738609;AM1798471;57,304;20/01/2023;30/05/2023
23057;100009;0000764083;0002307383;7664;23/05/2023;26/06/2023
23057;100002;0000756817;K54491535;384;18/04/2023;21/06/2023
23057;100010;0000736921;0002235436;96,016;11/01/2023;15/05/2023
23057;100011;0000755519;0002267264;3201,904;12/04/2023;26/06/2023
23057;100012;0000769205;3114562;7872;16/06/2023;26/06/2023
23057;100004;0000665425;2430693;83,2;14/01/2022;21/06/2023
23057;100005;0000723171;M3889;12,56;04/11/2022;03/03/2023
23057;100006;0000676218;C4837;23,272;07/03/2022;19/05/2023
23057;100007;0000716418;1292700;2171,52;30/09/2022;14/06/2023
23057;100008;0000729570;A1673579;18,752;30/11/2022;14/06/2023
23057;100001;0000738609;AM1798471;7,52;20/01/2023;30/05/2023
23057;100009;0000730930;0002246013;996;12/12/2022;26/06/2023
23057;100002;0000756817;K54491535;50,2;18/04/2023;21/06/2023
23057;100010;0000736921;0002235436;12,392;11/01/2023;15/05/2023
23057;100011;0000755519;0002267264;416;12/04/2023;26/06/2023
23057;100012;0000769205;3114562;2046,72;16/06/2023;26/06/2023
23060;100001;0000738609;AM1798471;72,128;20/01/2023;30/05/2023
23060;100002;0000762483;K54491535;71,736;16/05/2023;19/06/2023
23060;100003;0000648033;0005161269;4800;21/10/2021;28/06/2023
23060;100004;0000665432;2430696;316,8;14/01/2022;29/06/2023
23060;100005;0000723171;M3889;96;04/11/2022;03/03/2023
23060;100006;0000676218;C4837;177,368;07/03/2022;19/05/2023
23060;100007;0000716418;1292700;6842,744;30/09/2022;14/06/2023
23060;100007;0000752415;2202239;1509,256;24/03/2023;19/06/2023
23060;100008;0000729570;A1673579;144,2;30/11/2022;14/06/2023
23060;100001;0000738609;AM1798471;57,328;20/01/2023;30/05/2023
23060;100009;0000730930;0002246013;7688;12/12/2022;26/06/2023
23060;100002;0000756817;K54491535;387,088;18/04/2023;21/06/2023
23060;100010;0000736921;0002235436;96,352;11/01/2023;15/05/2023
23060;100011;0000755519;0002267264;3200;12/04/2023;26/06/2023
23060;100012;0000769205;3114562;7872;16/06/2023;26/06/2023
23060;100004;0000665425;2430693;83,2;14/01/2022;21/06/2023
23060;100005;0000723171;M3889;12,56;04/11/2022;03/03/2023
23060;100006;0000676218;C4837;23,272;07/03/2022;19/05/2023
23060;100007;0000716418;1292700;2171,52;30/09/2022;14/06/2023
23060;100008;0000729570;A1673579;18,752;30/11/2022;14/06/2023
23060;100001;0000738609;AM1798471;7,52;20/01/2023;30/05/2023
23060;100009;0000730930;0002246013;996;12/12/2022;26/06/2023
23060;100002;0000756817;K54491535;50,2;18/04/2023;21/06/2023
23060;100010;0000736921;0002235436;12,392;11/01/2023;15/05/2023
23060;100011;0000755519;0002267264;416;12/04/2023;26/06/2023
23060;100012;0000769205;3114562;2046,72;16/06/2023;26/06/2023
23061;100001;0000738609;AM1798471;71,688;20/01/2023;30/05/2023
23061;100002;0000756817;K54491535;71,32;18/04/2023;21/06/2023
23061;100003;0000648033;0005161269;4800;21/10/2021;28/06/2023
23061;100004;0000665432;2430696;316,8;14/01/2022;29/06/2023
23061;100005;0000723171;M3889;96;04/11/2022;03/03/2023
23061;100006;0000676218;C4837;177,68;07/03/2022;19/05/2023
23061;100007;0000752415;2202239;8320;24/03/2023;19/06/2023
23061;100008;0000729570;A1673579;144,8;30/11/2022;14/06/2023
23061;100001;0000738609;AM1798471;57,6;20/01/2023;30/05/2023
23061;100009;0000764083;0002307383;4214,904;23/05/2023;26/06/2023
23061;100009;0000730930;0002246013;3459,496;12/12/2022;26/06/2023
23061;100002;0000756817;K54491535;384;18/04/2023;21/06/2023
23061;100010;0000736921;0002235436;96;11/01/2023;15/05/2023
23061;100011;0000755519;0002267264;3200;12/04/2023;26/06/2023
23061;100012;0000769205;3114562;7872;16/06/2023;26/06/2023
23061;100004;0000665425;2430693;83,2;14/01/2022;21/06/2023
23061;100005;0000723171;M3889;12,56;04/11/2022;03/03/2023
23061;100006;0000676218;C4837;23,272;07/03/2022;19/05/2023
23061;100007;0000716418;1292700;2171,52;30/09/2022;14/06/2023
23061;100008;0000729570;A1673579;18,752;30/11/2022;14/06/2023
23061;100001;0000738609;AM1798471;7,52;20/01/2023;30/05/2023
23061;100009;0000730930;0002246013;996;12/12/2022;26/06/2023
23061;100002;0000756817;K54491535;50,2;18/04/2023;21/06/2023
23061;100010;0000736921;0002235436;12,392;11/01/2023;15/05/2023
23061;100011;0000755519;0002267264;416;12/04/2023;26/06/2023
23061;100012;0000769205;3114562;2046,72;16/06/2023;26/06/2023
23062;100001;0000738609;AM1798471;72,32;20/01/2023;30/05/2023
23062;100002;0000762483;K54491535;72;16/05/2023;19/06/2023
23062;100003;0000648033;0005161269;4816;21/10/2021;28/06/2023
23062;100004;0000665433;2430698;219,2;14/01/2022;29/06/2023
23062;100004;0000665432;2430696;100,8;14/01/2022;29/06/2023
23062;100005;0000723171;M3889;96;04/11/2022;03/03/2023
23062;100006;0000676218;C4837;177,072;07/03/2022;04/07/2023
23062;100007;0000716915;1292700;8352;04/10/2022;29/06/2023
23062;100008;0000729570;A1673579;144,28;30/11/2022;14/06/2023
23062;100001;0000738609;AM1798471;57,912;20/01/2023;30/05/2023
23062;100009;0000764083;0002307383;7696;23/05/2023;26/06/2023
23062;100002;0000756817;K54491535;384,8;18/04/2023;21/06/2023
23062;100010;0000736921;0002235436;95,408;11/01/2023;15/05/2023
23062;100011;0000755519;0002267264;3200;12/04/2023;26/06/2023
23062;100012;0000769202;3121971;7872;16/06/2023;05/07/2023
23062;100004;0000665433;2430698;71,2;14/01/2022;29/06/2023
23062;100004;0000665425;2430693;11,6;14/01/2022;21/06/2023
23062;100004;0000665432;2430696;0,4;14/01/2022;29/06/2023
23062;100005;0000723171;M3889;12,52;04/11/2022;03/03/2023
23062;100006;0000676218;C4837;23,36;07/03/2022;04/07/2023
23062;100007;0000716915;1292700;2171,52;04/10/2022;29/06/2023
23062;100008;0000729570;A1673579;18,704;30/11/2022;14/06/2023
23062;100001;0000738609;AM1798471;7,52;20/01/2023;30/05/2023
23062;100009;0000764083;0002307383;998,472;23/05/2023;26/06/2023
23062;100002;0000762483;K54491535;49,968;16/05/2023;19/06/2023
23062;100010;0000736921;0002235436;12,496;11/01/2023;15/05/2023
23062;100011;0000755519;0002267264;416,024;12/04/2023;26/06/2023
23062;100012;0000769202;3121971;1560,2496;16/06/2023;05/07/2023
23062;100012;0000769205;3114562;486,4704;16/06/2023;26/06/2023
23063;100001;0000738609;AM1798471;71,936;20/01/2023;30/05/2023
23063;100002;0000762483;K54491535;71,92;16/05/2023;19/06/2023
23063;100003;0000648033;0005161269;4800;21/10/2021;28/06/2023
23063;100004;0000665433;2430698;316,8;14/01/2022;29/06/2023
23063;100005;0000723171;M3889;95,952;04/11/2022;03/03/2023
23063;100006;0000676218;C4837;178,136;07/03/2022;04/07/2023
23063;100007;0000716915;1292700;8352;04/10/2022;29/06/2023
23063;100008;0000729570;A1673579;143,776;30/11/2022;14/06/2023
23063;100001;0000738609;AM1798471;57,752;20/01/2023;30/05/2023
23063;100009;0000764083;0002307383;7681,512;23/05/2023;26/06/2023
23063;100002;0000756817;K54491535;335,6664;18/04/2023;21/06/2023
23063;100002;0000762483;K54491535;47,5576;16/05/2023;19/06/2023
23063;100010;0000736921;0002235436;96,152;11/01/2023;07/07/2023
23063;100011;0000755519;0002267264;3200;12/04/2023;26/06/2023
23063;100012;0000769202;3121971;7872;16/06/2023;05/07/2023
23063;100004;0000665433;2430698;71,2;14/01/2022;29/06/2023
23063;100004;0000665425;2430693;11,6;14/01/2022;21/06/2023
23063;100004;0000665432;2430696;0,4;14/01/2022;29/06/2023
23063;100005;0000723171;M3889;12,52;04/11/2022;03/03/2023
23063;100006;0000676218;C4837;23,36;07/03/2022;04/07/2023
23063;100007;0000716915;1292700;2171,52;04/10/2022;29/06/2023
23063;100008;0000729570;A1673579;18,704;30/11/2022;14/06/2023
23063;100001;0000738609;AM1798471;7,52;20/01/2023;30/05/2023
23063;100009;0000764083;0002307383;998,472;23/05/2023;26/06/2023
23063;100002;0000762483;K54491535;49,968;16/05/2023;19/06/2023
23063;100010;0000736921;0002235436;12,496;11/01/2023;15/05/2023
23063;100011;0000755519;0002267264;416,024;12/04/2023;26/06/2023
23063;100012;0000769202;3121971;1560,2496;16/06/2023;05/07/2023
23063;100012;0000769205;3114562;486,4704;16/06/2023;26/06/2023
23064;100001;0000738609;AM1798471;71,88;20/01/2023;30/05/2023
23064;100002;0000762483;K54491535;72;16/05/2023;19/06/2023
23064;100003;0000648033;0005161269;4800;21/10/2021;28/06/2023
23064;100004;0000665433;2430698;316,8;14/01/2022;29/06/2023
23064;100005;0000723171;M3889;95,648;04/11/2022;03/03/2023
23064;100006;0000676218;C4837;177,6;07/03/2022;04/07/2023
23064;100007;0000752415;2202239;7203,712;24/03/2023;19/06/2023
23064;100007;0000716915;1292700;1148,288;04/10/2022;29/06/2023
23064;100008;0000729570;A1673579;143,824;30/11/2022;14/06/2023
23064;100001;0000738609;AM1798471;57,32;20/01/2023;30/05/2023
23064;100009;0000764083;0002307383;7688;23/05/2023;26/06/2023
23064;100002;0000762483;K54491535;386,4;16/05/2023;19/06/2023
23064;100010;0000736921;0002235436;95,52;11/01/2023;07/07/2023
23064;100011;0000755519;0002267264;3216;12/04/2023;26/06/2023
23064;100012;0000769202;3121971;7872;16/06/2023;05/07/2023
23064;100004;0000665433;2430698;71,2;14/01/2022;29/06/2023
23064;100004;0000665425;2430693;11,6;14/01/2022;21/06/2023
23064;100004;0000665432;2430696;0,4;14/01/2022;29/06/2023
23064;100005;0000723171;M3889;12,52;04/11/2022;03/03/2023
23064;100006;0000676218;C4837;23,36;07/03/2022;04/07/2023
23064;100007;0000716915;1292700;2171,52;04/10/2022;29/06/2023
23064;100008;0000729570;A1673579;18,704;30/11/2022;14/06/2023
23064;100001;0000738609;AM1798471;7,52;20/01/2023;30/05/2023
23064;100009;0000764083;0002307383;998,472;23/05/2023;26/06/2023
23064;100002;0000762483;K54491535;49,968;16/05/2023;19/06/2023
23064;100010;0000736921;0002235436;12,496;11/01/2023;15/05/2023
23064;100011;0000755519;0002267264;416,024;12/04/2023;26/06/2023
23064;100012;0000769202;3121971;1560,2496;16/06/2023;05/07/2023
23064;100012;0000769205;3114562;486,4704;16/06/2023;26/06/2023
23065;100001;0000738609;AM1798471;71,72;20/01/2023;30/05/2023
23065;100002;0000762483;K54491535;72;16/05/2023;19/06/2023
23065;100003;0000648033;0005161269;4800;21/10/2021;20/07/2023
23065;100004;0000665433;2430698;316,8;14/01/2022;29/06/2023
23065;100005;0000723171;M3889;96,088;04/11/2022;03/03/2023
23065;100006;0000676218;C4837;179,04;07/03/2022;04/07/2023
23065;100007;0000716915;1292700;8352;04/10/2022;13/07/2023
23065;100008;0000729570;A1673579;143,952;30/11/2022;17/07/2023
23065;100001;0000738609;AM1798471;58,16;20/01/2023;30/05/2023
23065;100009;0000764083;0002307383;7680;23/05/2023;19/07/2023
23065;100002;0000762483;K54491535;383,976;16/05/2023;19/06/2023
23065;100010;0000736921;0002235436;96,56;11/01/2023;07/07/2023
23065;100011;0000755519;0002267264;3200;12/04/2023;20/07/2023
23065;100012;0000769202;3121971;7872;16/06/2023;25/07/2023
23065;100004;0000665433;2430698;71,2;14/01/2022;29/06/2023
23065;100004;0000665425;2430693;11,6;14/01/2022;21/06/2023
23065;100004;0000665432;2430696;0,4;14/01/2022;29/06/2023
23065;100005;0000723171;M3889;12,52;04/11/2022;03/03/2023
23065;100006;0000676218;C4837;23,36;07/03/2022;04/07/2023
23065;100007;0000716915;1292700;2171,52;04/10/2022;29/06/2023
23065;100008;0000729570;A1673579;18,704;30/11/2022;14/06/2023
23065;100001;0000738609;AM1798471;7,52;20/01/2023;30/05/2023
23065;100009;0000764083;0002307383;998,472;23/05/2023;26/06/2023
23065;100002;0000762483;K54491535;49,968;16/05/2023;19/06/2023
23065;100010;0000736921;0002235436;12,496;11/01/2023;15/05/2023
23065;100011;0000755519;0002267264;416,024;12/04/2023;26/06/2023
23065;100012;0000769202;3121971;1560,2496;16/06/2023;05/07/2023
23065;100012;0000769205;3114562;486,4704;16/06/2023;26/06/2023
23066;100001;0000767413;100977;72,056;08/06/2023;14/07/2023
23066;100002;0000762483;K54491535;71,976;16/05/2023;19/06/2023
23066;100003;0000657399;0005359962;4800;02/12/2021;07/07/2023
23066;100004;0000665436;2430700;316,8;14/01/2022;12/07/2023
23066;100005;0000723171;M3889;96,088;04/11/2022;03/03/2023
23066;100006;0000676218;C4837;177,552;07/03/2022;04/07/2023
23066;100007;0000716915;1292700;8352;04/10/2022;13/07/2023
23066;100008;0000761698;A1682479;144;11/05/2023;07/07/2023
23066;100001;0000738609;AM1798471;57,496;20/01/2023;30/05/2023
23066;100009;0000764083;0002307383;7688;23/05/2023;19/07/2023
23066;100002;0000762483;K54491535;384;16/05/2023;19/06/2023
23066;100010;0000736921;0002235436;95,908;11/01/2023;07/07/2023
23066;100011;0000755519;0002267264;3200;12/04/2023;20/07/2023
23066;100012;0000769202;3121971;7872;16/06/2023;05/07/2023
23066;100003;0000657399;0005359962;3880,8;02/12/2021;07/07/2023
23066;100003;0000648033;0005161269;919,2;21/10/2021;28/06/2023
23066;100004;0000665436;2430700;316,8;14/01/2022;12/07/2023
23066;100005;0000723171;M3889;95,68;04/11/2022;03/03/2023
23066;100006;0000676218;C4837;177,872;07/03/2022;04/07/2023
23066;100007;0000716915;1292700;8352;04/10/2022;13/07/2023
23066;100008;0000761698;A1682479;114,064;11/05/2023;07/07/2023
23066;100008;0000729570;A1673579;29,9336;30/11/2022;14/06/2023
23066;100001;0000738609;AM1798471;57,616;20/01/2023;30/05/2023
23066;100009;0000764083;0002307383;7664;23/05/2023;13/07/2023
23066;100002;0000762483;K54491535;384;16/05/2023;19/06/2023
23066;100010;0000736921;0002235436;96,768;11/01/2023;07/07/2023
23066;100011;0000755519;0002267264;3192;12/04/2023;26/06/2023
23066;100012;0000769202;3121971;7872;16/06/2023;05/07/2023
23066;100004;0000665436;2430700;83,2;14/01/2022;12/07/2023
23066;100005;0000723171;M3889;12,48;04/11/2022;03/03/2023
23066;100006;0000676218;C4837;23,296;07/03/2022;04/07/2023
23066;100007;0000716915;1292700;2171,52;04/10/2022;13/07/2023
23066;100008;0000761698;A1682479;18,72;11/05/2023;07/07/2023
23066;100001;0000738609;AM1798471;7,496;20/01/2023;30/05/2023
23066;100009;0000764083;0002307383;998,4;23/05/2023;19/07/2023
23066;100002;0000762483;K54491535;49,52;16/05/2023;19/06/2023
23066;100010;0000736921;0002235436;12,48;11/01/2023;07/07/2023
23066;100011;0000755519;0002267264;419,2;12/04/2023;20/07/2023
23066;100012;0000769202;3121971;2046,72;16/06/2023;05/07/2023
23067;100001;0000738609;AM1798471;72,056;20/01/2023;30/05/2023
23067;100002;0000762483;K54491535;72,344;16/05/2023;19/06/2023
23067;100003;0000657399;0005359962;4800;02/12/2021;07/07/2023
23067;100004;0000665436;2430700;261,6;14/01/2022;12/07/2023
23067;100004;0000665433;2430698;58,4;14/01/2022;29/06/2023
23067;100005;0000723171;M3889;96,16;04/11/2022;03/03/2023
23067;100006;0000676218;C4837;177,6;07/03/2022;04/07/2023
23067;100007;0000716915;1292700;8352;04/10/2022;13/07/2023
23067;100008;0000761698;A1682479;144,16;11/05/2023;07/07/2023
23067;100001;0000738609;AM1798471;57,84;20/01/2023;30/05/2023
23067;100009;0000764083;0002307383;7680;23/05/2023;13/07/2023
23067;100002;0000762483;K54491535;384;16/05/2023;19/06/2023
23067;100010;0000736921;0002235436;96,08;11/01/2023;07/07/2023
23067;100011;0000755519;0002267264;3200;12/04/2023;26/06/2023
23067;100012;0000769202;3121971;7872;16/06/2023;05/07/2023
23067;100004;0000665433;2430698;80;14/01/2022;29/06/2023
23067;100004;0000665432;2430696;3,2;14/01/2022;29/06/2023
23067;100005;0000723171;M3889;12,36;04/11/2022;03/03/2023
23067;100006;0000676218;C4837;23,208;07/03/2022;04/07/2023
23067;100007;0000716915;1292700;2172;04/10/2022;29/06/2023
23067;100008;0000761698;A1682479;18,88;11/05/2023;07/07/2023
23067;100001;0000738609;AM1798471;7,472;20/01/2023;30/05/2023
23067;100009;0000764083;0002307383;998,968;23/05/2023;26/06/2023
23067;100002;0000762483;K54491535;49,768;16/05/2023;19/06/2023
23067;100010;0000736921;0002235436;12,56;11/01/2023;07/07/2023
23067;100011;0000755519;0002267264;416,2;12/04/2023;26/06/2023
23067;100012;0000769202;3121971;2047,2;16/06/2023;05/07/2023
23067;100012;0000769205;3114562;0,184;16/06/2023;12/07/2023
23068;100001;0000738609;AM1798471;72,528;20/01/2023;30/05/2023
23068;100002;0000762483;K54491535;72,72;16/05/2023;19/06/2023
23068;100003;0000657399;0005359962;3880,8;02/12/2021;07/07/2023
23068;100003;0000648033;0005161269;919,2;21/10/2021;28/06/2023
23068;100004;0000665436;2430700;316,8;14/01/2022;12/07/2023
23068;100005;0000723171;M3889;95,68;04/11/2022;03/03/2023
23068;100006;0000676218;C4837;177,872;07/03/2022;04/07/2023
23068;100007;0000716915;1292700;8352;04/10/2022;13/07/2023
23068;100008;0000761698;A1682479;114,064;11/05/2023;07/07/2023
23068;100008;0000729570;A1673579;29,9336;30/11/2022;14/06/2023
23068;100001;0000738609;AM1798471;57,616;20/01/2023;30/05/2023
23068;100009;0000764083;0002307383;7664;23/05/2023;13/07/2023
23068;100002;0000762483;K54491535;384;16/05/2023;19/06/2023
23068;100010;0000736921;0002235436;96,768;11/01/2023;07/07/2023
23068;100011;0000755519;0002267264;3192;12/04/2023;26/06/2023
23068;100012;0000769202;3121971;7872;16/06/2023;05/07/2023
23068;100004;0000665433;2430698;80;14/01/2022;29/06/2023
23068;100004;0000665432;2430696;3,2;14/01/2022;29/06/2023
23068;100005;0000723171;M3889;12,36;04/11/2022;03/03/2023
23068;100006;0000676218;C4837;23,208;07/03/2022;04/07/2023
23068;100007;0000716915;1292700;2172;04/10/2022;29/06/2023
23068;100008;0000761698;A1682479;18,88;11/05/2023;07/07/2023
23068;100001;0000738609;AM1798471;7,472;20/01/2023;30/05/2023
23068;100009;0000764083;0002307383;998,968;23/05/2023;26/06/2023
23068;100002;0000762483;K54491535;49,768;16/05/2023;19/06/2023
23068;100010;0000736921;0002235436;12,56;11/01/2023;07/07/2023
23068;100011;0000755519;0002267264;416,2;12/04/2023;26/06/2023
23068;100012;0000769202;3121971;2047,2;16/06/2023;05/07/2023
23068;100012;0000769205;3114562;0,184;16/06/2023;12/07/2023
23069;100001;0000738609;AM1798471;72,24;20/01/2023;30/05/2023
23069;100002;0000762483;K54491535;72;16/05/2023;19/06/2023
23069;100003;0000657399;0005359962;4800;02/12/2021;07/07/2023
23069;100004;0000665436;2430700;316,8;14/01/2022;12/07/2023
23069;100005;0000723171;M3889;96,432;04/11/2022;03/03/2023
23069;100006;0000676218;C4837;178,224;07/03/2022;04/07/2023
23069;100007;0000716915;1292700;8352;04/10/2022;13/07/2023
23069;100008;0000761698;A1682479;144,056;11/05/2023;07/07/2023
23069;100001;0000738609;AM1798471;57,632;20/01/2023;30/05/2023
23069;100009;0000764083;0002307383;7680;23/05/2023;13/07/2023
23069;100002;0000762483;K54491535;384,592;16/05/2023;19/06/2023
23069;100010;0000736921;0002235436;96,0728;11/01/2023;07/07/2023
23069;100011;0000755519;0002267264;3200,536;12/04/2023;26/06/2023
23069;100012;0000769202;3121971;7872;16/06/2023;05/07/2023
23069;100004;0000665433;2430698;80;14/01/2022;29/06/2023
23069;100004;0000665432;2430696;3,2;14/01/2022;29/06/2023
23069;100005;0000723171;M3889;12,36;04/11/2022;03/03/2023
23069;100006;0000676218;C4837;23,208;07/03/2022;04/07/2023
23069;100007;0000716915;1292700;2172;04/10/2022;29/06/2023
23069;100008;0000761698;A1682479;18,88;11/05/2023;07/07/2023
23069;100001;0000738609;AM1798471;7,472;20/01/2023;30/05/2023
23069;100009;0000764083;0002307383;998,968;23/05/2023;26/06/2023
23069;100002;0000762483;K54491535;49,768;16/05/2023;19/06/2023
23069;100010;0000736921;0002235436;12,56;11/01/2023;07/07/2023
23069;100011;0000755519;0002267264;416,2;12/04/2023;26/06/2023
23069;100012;0000769202;3121971;2047,2;16/06/2023;05/07/2023
23069;100012;0000769205;3114562;0,184;16/06/2023;12/07/2023
23070;100001;0000738609;AM1798471;72;20/01/2023;30/05/2023
23070;100002;0000762483;K54491535;72;16/05/2023;19/06/2023
23070;100003;0000657399;0005359962;4800;02/12/2021;07/07/2023
23070;100004;0000665434;2430699;318,4;14/01/2022;17/07/2023
23070;100005;0000723171;M3889;96;04/11/2022;03/03/2023
23070;100006;0000676218;C4837;177,6;07/03/2022;04/07/2023
23070;100007;0000759578;2202239;5474,688;02/05/2023;18/07/2023
23070;100007;0000716915;1292700;2877,312;04/10/2022;13/07/2023
23070;100008;0000761698;A1682479;144;11/05/2023;07/07/2023
23070;100001;0000738609;AM1798471;57,6;20/01/2023;30/05/2023
23070;100009;0000764083;0002307383;7680;23/05/2023;19/07/2023
23070;100002;0000762483;K54491535;384;16/05/2023;19/06/2023
23070;100010;0000652422;0001994545;96;11/11/2021;18/07/2023
23070;100011;0000755519;0002267264;3200;12/04/2023;20/07/2023
23070;100012;0000769202;3121971;7872;16/06/2023;05/07/2023
23070;100004;0000665436;2430700;83,2;14/01/2022;12/07/2023
23070;100005;0000723171;M3889;12,48;04/11/2022;03/03/2023
23070;100006;0000676218;C4837;23,296;07/03/2022;04/07/2023
23070;100007;0000716915;1292700;2171,52;04/10/2022;13/07/2023
23070;100008;0000761698;A1682479;18,72;11/05/2023;07/07/2023
23070;100001;0000738609;AM1798471;7,496;20/01/2023;30/05/2023
23070;100009;0000764083;0002307383;998,4;23/05/2023;19/07/2023
23070;100002;0000762483;K54491535;49,52;16/05/2023;19/06/2023
23070;100010;0000736921;0002235436;12,48;11/01/2023;07/07/2023
23070;100011;0000755519;0002267264;419,2;12/04/2023;20/07/2023
23070;100012;0000769202;3121971;2046,72;16/06/2023;05/07/2023
23071;100001;0000767413;100977;71,976;08/06/2023;14/07/2023
23071;100002;0000764791;K54491535;72,04;25/05/2023;07/07/2023
23071;100003;0000657399;0005359962;4800;02/12/2021;07/07/2023
23071;100004;0000665434;2430699;318,4;14/01/2022;17/07/2023
23071;100005;0000723171;M3889;96,384;04/11/2022;03/03/2023
23071;100006;0000676218;C4837;177,96;07/03/2022;04/07/2023
23071;100007;0000716915;1292700;8352;04/10/2022;13/07/2023
23071;100008;0000761698;A1682479;144,624;11/05/2023;07/07/2023
23071;100001;0000738609;AM1798471;57,68;20/01/2023;30/05/2023
23071;100009;0000764083;0002307383;7680;23/05/2023;19/07/2023
23071;100002;0000762483;K54491535;384,272;16/05/2023;19/06/2023
23071;100010;0000736921;0002235436;96,184;11/01/2023;07/07/2023
23071;100011;0000755519;0002267264;3200;12/04/2023;20/07/2023
23071;100012;0000769202;3121971;7872;16/06/2023;05/07/2023
23071;100004;0000665436;2430700;83,2;14/01/2022;12/07/2023
23071;100005;0000723171;M3889;12,48;04/11/2022;03/03/2023
23071;100006;0000676218;C4837;23,296;07/03/2022;04/07/2023
23071;100007;0000716915;1292700;2171,52;04/10/2022;13/07/2023
23071;100008;0000761698;A1682479;18,72;11/05/2023;07/07/2023
23071;100001;0000738609;AM1798471;7,496;20/01/2023;30/05/2023
23071;100009;0000764083;0002307383;998,4;23/05/2023;19/07/2023
23071;100002;0000762483;K54491535;49,52;16/05/2023;19/06/2023
23071;100010;0000736921;0002235436;12,48;11/01/2023;07/07/2023
23071;100011;0000755519;0002267264;419,2;12/04/2023;20/07/2023
23071;100012;0000769202;3121971;2046,72;16/06/2023;05/07/2023
23072;100001;0000767413;100977;72,112;08/06/2023;14/07/2023
23072;100002;0000764791;K54491535;71,84;25/05/2023;07/07/2023
23072;100003;0000657399;0005359962;4800;02/12/2021;07/07/2023
23072;100004;0000665434;2430699;225,2;14/01/2022;17/07/2023
23072;100004;0000665436;2430700;94,8;14/01/2022;12/07/2023
23072;100005;0000723171;M3889;96;04/11/2022;03/03/2023
23072;100006;0000676218;C4837;177,68;07/03/2022;04/07/2023
23072;100007;0000759578;2202239;8352;02/05/2023;18/07/2023
23072;100008;0000761698;A1682479;144,8;11/05/2023;07/07/2023
23072;100001;0000767413;100977;57,6;08/06/2023;14/07/2023
23072;100009;0000764083;0002307383;7688;23/05/2023;19/07/2023
23072;100002;0000762483;K54491535;383,2;16/05/2023;19/06/2023
23072;100010;0000652422;0001994545;96,16;11/11/2021;18/07/2023
23072;100011;0000755519;0002267264;3200;12/04/2023;20/07/2023
23072;100012;0000769202;3121971;7872;16/06/2023;05/07/2023
23072;100004;0000665436;2430700;83,2;14/01/2022;12/07/2023
23072;100005;0000723171;M3889;12,48;04/11/2022;03/03/2023
23072;100006;0000676218;C4837;23,296;07/03/2022;04/07/2023
23072;100007;0000716915;1292700;2171,52;04/10/2022;13/07/2023
23072;100008;0000761698;A1682479;18,72;11/05/2023;07/07/2023
23072;100001;0000738609;AM1798471;7,496;20/01/2023;30/05/2023
23072;100009;0000764083;0002307383;998,4;23/05/2023;19/07/2023
23072;100002;0000762483;K54491535;49,52;16/05/2023;19/06/2023
23072;100010;0000736921;0002235436;12,48;11/01/2023;07/07/2023
23072;100011;0000755519;0002267264;419,2;12/04/2023;20/07/2023
23072;100012;0000769202;3121971;2046,72;16/06/2023;05/07/2023
23073;100001;0000767413;100977;72;08/06/2023;14/07/2023
23073;100002;0000764791;K54491535;51,3336;25/05/2023;07/07/2023
23073;100002;0000762483;K54491535;20,6664;16/05/2023;19/06/2023
23073;100003;0000657399;0005359962;4800;02/12/2021;07/07/2023
23073;100013;0000776545;2157422;7872;21/07/2023;24/07/2023
23073;100004;0000665452;2430701;320;14/01/2022;20/07/2023
23073;100005;0000723171;M3889;96,8;04/11/2022;03/03/2023
23073;100006;0000676218;C4837;178,4;07/03/2022;04/07/2023
23073;100007;0000759578;2202239;8352;02/05/2023;18/07/2023
23073;100008;0000761698;A1682479;144,8;11/05/2023;07/07/2023
23073;100001;0000767413;100977;57,6;08/06/2023;14/07/2023
23073;100009;0000764083;0002307383;7680;23/05/2023;19/07/2023
23073;100002;0000762483;K54491535;384,16;16/05/2023;19/06/2023
23073;100010;0000652422;0001994545;96;11/11/2021;18/07/2023
23073;100011;0000755519;0002267264;3200;12/04/2023;20/07/2023
23073;100013;0000776545;2157422;1377,6;21/07/2023;24/07/2023
23073;100004;0000665434;2430699;52,8;14/01/2022;17/07/2023
23073;100004;0000665436;2430700;3,2;14/01/2022;12/07/2023
23073;100005;0000723171;M3889;8,344;04/11/2022;03/03/2023
23073;100006;0000676218;C4837;15,68;07/03/2022;04/07/2023
23073;100007;0000759578;2202239;1044;02/05/2023;18/07/2023
23073;100007;0000752415;2202239;417,6;24/03/2023;19/06/2023
23073;100008;0000761698;A1682479;9,08;11/05/2023;07/07/2023
23073;100008;0000729570;A1673579;3,592;30/11/2022;17/07/2023
23073;100001;0000767413;100977;5,016;08/06/2023;14/07/2023
23073;100009;0000764083;0002307383;480;23/05/2023;19/07/2023
23073;100009;0000719593;0002231404;192;17/10/2022;19/05/2023
23073;100002;0000762483;K54491535;33,752;16/05/2023;19/06/2023
